state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class,vehicle_size,policy_level,renew_offer_type_numeric
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,1,1
California,No,Basic,College,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,1,1
Arizona,No,Basic,College,Medical Leave,F,Suburban,Divorced,Personal,Web,Four-Door Car,Medsize,2,1
Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,2
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,1,1
Oregon,No,Basic,College,Medical Leave,M,Rural,Married,Corporate,Web,Four-Door Car,Medsize,1,1
Arizona,No,Extended,Master,Employed,F,Rural,Single,Corporate,Call Center,Four-Door Car,Medsize,3,2
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Agent,Two-Door Car,Small,2,1
California,No,Extended,College,Employed,M,Rural,Married,Corporate,Agent,Four-Door Car,Medsize,1,4
Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Call Center,Sports Car,Medsize,3,2
Nevada,No,Basic,Master,Medical Leave,F,Rural,Married,Personal,Call Center,Two-Door Car,Medsize,3,1
Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Branch,SUV,Medsize,1,1
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,3,4
Arizona,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal,Agent,Sports Car,Small,3,1
Washington,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Agent,SUV,Medsize,2,2
Oregon,No,Basic,Master,Disabled,M,Rural,Married,Special,Web,Two-Door Car,Medsize,3,1
Arizona,No,Premium,College,Employed,M,Suburban,Divorced,Corporate,Branch,Four-Door Car,Medsize,2,1
Arizona,No,Premium,High School or Below,Employed,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,3
California,No,Extended,College,Unemployed,M,Suburban,Single,Personal,Branch,Two-Door Car,Medsize,3,3
Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Branch,Two-Door Car,Medsize,3,2
Nevada,No,Extended,College,Unemployed,M,Urban,Single,Personal,Web,Four-Door Car,Medsize,2,1
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal,Web,Two-Door Car,Medsize,2,4
Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Small,3,1
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Agent,Two-Door Car,Medsize,1,1
Washington,No,Premium,Bachelor,Employed,M,Rural,Single,Personal,Branch,Two-Door Car,Medsize,2,1
Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,3,2
Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Call Center,Four-Door Car,Medsize,3,1
California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,2,1
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Agent,Sports Car,Medsize,1,1
Washington,No,Basic,College,Employed,M,Urban,Married,Personal,Call Center,Four-Door Car,Large,2,2
Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,1,3
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal,Agent,Four-Door Car,Large,2,4
Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal,Branch,Luxury Car,Medsize,3,1
Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate,Web,Four-Door Car,Small,2,3
Oregon,No,Premium,High School or Below,Disabled,F,Rural,Married,Personal,Call Center,Two-Door Car,Large,2,1
Arizona,No,Basic,Doctor,Employed,M,Rural,Single,Special,Branch,Four-Door Car,Medsize,2,2
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,SUV,Medsize,3,1
Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Special,Branch,Four-Door Car,Medsize,2,2
Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Small,1,2
Oregon,No,Premium,High School or Below,Unemployed,M,Suburban,Divorced,Corporate,Web,Four-Door Car,Medsize,3,3
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,3,2
Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Web,Four-Door Car,Medsize,3,4
Oregon,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal,Web,Sports Car,Medsize,2,1
Washington,No,Basic,College,Employed,F,Rural,Married,Personal,Agent,SUV,Small,1,1
Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,1,1
Washington,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Agent,SUV,Medsize,3,1
California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,Call Center,SUV,Medsize,1,2
Oregon,No,Extended,College,Employed,M,Urban,Single,Personal,Web,SUV,Medsize,3,3
Oregon,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal,Agent,Four-Door Car,Medsize,3,2
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Corporate,Call Center,Four-Door Car,Small,2,2
Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Agent,Four-Door Car,Small,2,1
Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal,Agent,SUV,Medsize,3,1
California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate,Agent,Four-Door Car,Medsize,2,4
Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal,Call Center,SUV,Small,3,3
Oregon,No,Premium,Master,Employed,F,Suburban,Divorced,Corporate,Branch,Four-Door Car,Medsize,3,1
Oregon,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal,Branch,SUV,Medsize,3,3
Oregon,No,Extended,College,Employed,F,Rural,Married,Corporate,Call Center,SUV,Medsize,3,3
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Agent,Two-Door Car,Small,3,2
California,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal,Call Center,SUV,Medsize,2,3
California,Yes,Basic,Master,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Large,3,2
Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate,Agent,SUV,Small,3,4
Arizona,Yes,Basic,Doctor,Employed,F,Urban,Married,Personal,Branch,Four-Door Car,Medsize,1,2
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Branch,Four-Door Car,Medsize,3,1
California,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,2
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,2,4
California,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal,Branch,SUV,Medsize,3,1
Nevada,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Web,Four-Door Car,Small,2,2
Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate,Web,Four-Door Car,Medsize,1,2
Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal,Agent,Four-Door Car,Medsize,2,2
California,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal,Call Center,Two-Door Car,Medsize,1,1
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,3,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Web,SUV,Medsize,1,3
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Agent,Two-Door Car,Medsize,1,1
Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,1,4
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Call Center,Four-Door Car,Small,2,1
Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Call Center,Two-Door Car,Medsize,3,1
California,No,Basic,College,Employed,M,Suburban,Married,Personal,Agent,Four-Door Car,Large,2,1
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Call Center,Four-Door Car,Medsize,2,4
Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,2,1
California,No,Extended,College,Employed,M,Rural,Married,Personal,Branch,Two-Door Car,Medsize,1,4
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,SUV,Medsize,1,3
California,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal,Call Center,SUV,Small,3,4
Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Branch,Four-Door Car,Medsize,3,1
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Web,Four-Door Car,Medsize,3,2
California,Yes,Basic,High School or Below,Employed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,3,2
Nevada,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Large,1,2
Oregon,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,1,1
Washington,No,Basic,Master,Disabled,M,Urban,Divorced,Personal,Web,Four-Door Car,Medsize,3,4
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Medsize,3,1
Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate,Agent,Four-Door Car,Medsize,2,4
California,No,Premium,College,Disabled,F,Rural,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate,Branch,Four-Door Car,Medsize,3,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate,Call Center,Four-Door Car,Small,3,1
Washington,No,Basic,Master,Employed,F,Rural,Married,Personal,Web,Two-Door Car,Medsize,3,2
Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Branch,Four-Door Car,Large,3,4
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Branch,Two-Door Car,Small,3,2
Oregon,No,Basic,Master,Employed,F,Urban,Divorced,Personal,Branch,SUV,Medsize,2,2
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal,Agent,SUV,Medsize,3,1
Nevada,No,Basic,College,Employed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,2,1
California,No,Basic,Doctor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Small,3,4
Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,1,3
Arizona,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Small,1,2
California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal,Agent,Sports Car,Large,2,2
Oregon,Yes,Basic,Bachelor,Medical Leave,M,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,2,1
California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Special,Branch,Four-Door Car,Large,3,1
Arizona,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate,Call Center,Four-Door Car,Small,2,1
California,No,Premium,College,Employed,F,Urban,Single,Personal,Call Center,SUV,Small,3,2
California,Yes,Basic,College,Medical Leave,F,Suburban,Married,Corporate,Call Center,Four-Door Car,Medsize,3,2
Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Web,Four-Door Car,Medsize,3,2
Oregon,Yes,Extended,Master,Employed,F,Rural,Married,Corporate,Branch,Four-Door Car,Large,2,1
California,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Two-Door Car,Medsize,1,2
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Sports Car,Medsize,1,1
Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Single,Corporate,Agent,Four-Door Car,Medsize,3,1
California,Yes,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Web,SUV,Medsize,3,1
Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal,Branch,Two-Door Car,Medsize,3,2
Arizona,No,Extended,College,Employed,M,Rural,Married,Special,Agent,SUV,Small,3,1
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal,Web,SUV,Medsize,2,4
California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Branch,SUV,Medsize,2,4
Nevada,No,Basic,High School or Below,Retired,F,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,3,2
California,Yes,Extended,College,Employed,F,Suburban,Divorced,Corporate,Branch,Four-Door Car,Medsize,3,1
Arizona,No,Extended,College,Employed,M,Urban,Married,Personal,Call Center,Four-Door Car,Medsize,1,2
Arizona,Yes,Basic,Bachelor,Employed,F,Urban,Married,Special,Agent,Four-Door Car,Medsize,3,2
Washington,No,Basic,College,Employed,F,Suburban,Married,Personal,Web,Two-Door Car,Medsize,2,2
Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal,Call Center,SUV,Small,3,4
Washington,No,Premium,Doctor,Employed,M,Suburban,Married,Personal,Call Center,Two-Door Car,Small,2,1
Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal,Agent,SUV,Medsize,3,3
Washington,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate,Branch,Two-Door Car,Medsize,2,1
Oregon,No,Extended,Bachelor,Disabled,M,Urban,Single,Personal,Branch,Four-Door Car,Medsize,2,1
California,Yes,Basic,College,Retired,M,Suburban,Married,Personal,Agent,Sports Car,Medsize,3,2
California,No,Basic,Master,Employed,F,Rural,Single,Personal,Branch,Four-Door Car,Medsize,2,2
California,No,Basic,Master,Employed,M,Urban,Married,Personal,Branch,Four-Door Car,Medsize,1,2
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate,Agent,Four-Door Car,Large,3,2
California,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Small,1,1
Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,2,1
Washington,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate,Call Center,Four-Door Car,Medsize,1,1
Oregon,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Corporate,Agent,Four-Door Car,Medsize,3,3
Oregon,No,Basic,Bachelor,Employed,M,Rural,Single,Personal,Agent,Two-Door Car,Small,2,3
Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate,Agent,SUV,Small,3,1
Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal,Agent,Four-Door Car,Medsize,1,1
Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,4
Washington,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal,Agent,Four-Door Car,Medsize,3,1
Washington,No,Extended,Bachelor,Medical Leave,F,Suburban,Divorced,Corporate,Branch,SUV,Medsize,2,1
Oregon,No,Extended,College,Unemployed,M,Suburban,Single,Special,Web,Four-Door Car,Medsize,1,1
Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal,Call Center,Four-Door Car,Medsize,2,4
Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Agent,Luxury SUV,Small,3,1
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal,Call Center,SUV,Medsize,3,3
Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate,Web,Four-Door Car,Medsize,3,2
California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal,Call Center,Sports Car,Large,3,1
Arizona,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Agent,Sports Car,Medsize,1,2
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Agent,Luxury SUV,Large,1,3
Oregon,No,Premium,College,Employed,M,Urban,Married,Personal,Call Center,SUV,Medsize,3,3
California,No,Basic,College,Employed,F,Urban,Married,Personal,Agent,Four-Door Car,Medsize,3,1
Oregon,No,Basic,Master,Employed,F,Suburban,Married,Corporate,Branch,Four-Door Car,Medsize,2,4
California,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal,Branch,Two-Door Car,Medsize,3,3
Arizona,Yes,Extended,College,Retired,F,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,2,1
Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special,Agent,Sports Car,Medsize,1,1
Washington,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal,Call Center,Four-Door Car,Medsize,1,1
Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate,Call Center,Four-Door Car,Medsize,2,1
Nevada,No,Basic,College,Medical Leave,M,Suburban,Married,Personal,Web,Luxury Car,Large,1,2
Oregon,No,Basic,Master,Employed,M,Suburban,Married,Personal,Agent,SUV,Medsize,3,4
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal,Agent,Sports Car,Medsize,2,2
Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal,Agent,Four-Door Car,Small,3,3
Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Sports Car,Small,3,1
Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Branch,Two-Door Car,Medsize,2,3
Oregon,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,3
California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal,Call Center,Luxury Car,Small,3,1
Arizona,No,Extended,Master,Employed,F,Urban,Married,Personal,Branch,SUV,Medsize,3,2
Oregon,No,Basic,Master,Employed,M,Urban,Married,Personal,Agent,Two-Door Car,Medsize,1,4
Oregon,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Corporate,Agent,SUV,Medsize,3,2
Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate,Agent,SUV,Medsize,1,1
Washington,No,Basic,College,Unemployed,M,Suburban,Married,Personal,Call Center,Two-Door Car,Large,2,2
Washington,No,Basic,College,Employed,F,Suburban,Single,Personal,Branch,Two-Door Car,Medsize,1,1
California,Yes,Premium,College,Employed,M,Suburban,Married,Personal,Branch,Four-Door Car,Medsize,1,2
Oregon,No,Extended,Master,Employed,F,Suburban,Single,Corporate,Agent,Sports Car,Medsize,3,2
Washington,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate,Agent,SUV,Medsize,2,2
California,No,Basic,Doctor,Unemployed,M,Suburban,Married,Personal,Branch,Luxury SUV,Large,3,1
Washington,No,Basic,College,Employed,F,Suburban,Divorced,Personal,Agent,Two-Door Car,Medsize,3,1
Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Call Center,Four-Door Car,Large,1,3
Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal,Agent,Sports Car,Medsize,3,3
Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal,Agent,Four-Door Car,Large,3,2
Washington,No,Premium,College,Medical Leave,M,Suburban,Married,Corporate,Call Center,Four-Door Car,Small,1,1
Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Agent,Two-Door Car,Medsize,1,1
Oregon,No,Extended,College,Unemployed,M,Suburban,Married,Personal,Agent,SUV,Medsize,3,2
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal,Agent,Four-Door Car,Medsize,2,1
Arizona,No,Extended,College,Employed,F,Rural,Single,Personal,Web,Sports Car,Small,2,1
California,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Corporate,Agent,Four-Door Car,Medsize,3,2
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal,Web,Four-Door Car,Medsize,3,1
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Special,Branch,SUV,Medsize,1,2
Nevada,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Corporate,Web,Four-Door Car,Small,3,2
Washington,No,Basic,Bachelor,Employed,M,Rural,Single,Personal,Call Center,SUV,Medsize,2,2
Oregon,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Personal,Branch,Sports Car,Medsize,3,1
Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,Personal,Web,SUV,Medsize,3,1
Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Branch,Four-Door Car,Large,3,1
Nevada,No,Extended,Master,Employed,M,Rural,Single,Corporate,Agent,Four-Door Car,Small,2,1
Nevada,No,Basic,College,Employed,M,Suburban,Divorced,Personal,Branch,Four-Door Car,Medsize,1,2
Oregon,No,Basic,Bachelor,Medical Leave,M,Suburban,Divorced,Corporate,Branch,Four-Door Car,Medsize,1,1
Nevada,No,Extended,Doctor,Unemployed,M,Urban,Married,Corporate,Agent,Two-Door Car,Medsize,3,2
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal,Branch,Sports Car,Medsize,2,1
